posX0;posY0;posZ0;posX1;posY1;posZ1;posX2;posY2;posZ2;posX3;posY3;posZ3;posX4;posY4;posZ4;posX5;posY5;posZ5;posX6;posY6;posZ6;posX7;posY7;posZ7;posX8;posY8;posZ8;posX9;posY9;posZ9;posX10;posY10;posZ10;posX11;posY11;posZ11;posX12;posY12;posZ12;posX13;posY13;posZ13;posX14;posY14;posZ14;posX15;posY15;posZ15;posX16;posY16;posZ16;posX17;posY17;posZ17;posX18;posY18;posZ18;posX19;posY19;posZ19;posX20;posY20;posZ20;posX21;posY21;posZ21;posX22;posY22;posZ22;posX23;posY23;posZ23;posX24;posY24;posZ24;posX25;posY25;posZ25;posX26;posY26;posZ26;posX27;posY27;posZ27;posX28;posY28;posZ28;posX29;posY29;posZ29;posX30;posY30;posZ30;posX31;posY31;posZ31
0.000000;-150.000015;2000.000000;-20.638062;-281.923370;2128.451416;-38.186226;-371.304565;2245.257813;-54.161598;-575.408691;2339.727051;-17.040260;-541.897522;2330.228027;127.376534;-525.943726;2299.727051;187.205383;-321.271515;2107.645996;-41.180489;-397.344330;2116.257080;-65.287697;-440.333862;2203.272217;-63.659355;-376.402313;2111.059082;-108.346733;-464.742920;2212.489258;-86.162010;-540.546143;2319.979248;-210.637756;-527.570496;2265.286133;-155.349091;-338.853943;2048.859619;10.118263;-443.312347;2194.491211;54.615921;-498.362915;2275.630859;43.562943;-428.919312;2190.646484;63.059868;-514.089966;2267.908203;93.951218;-153.744720;2011.249146;275.713959;-102.911148;1640.791260;322.787872;290.824768;1666.045898;387.126953;416.207764;1531.907349;-84.719948;-146.623276;1989.856323;-153.188660;-93.041656;1583.740601;-218.392670;299.863770;1634.677979;-270.537537;423.536194;1516.234497;-58.354851;-657.077515;2362.303223;-6.018799;-674.880127;2204.842773;8.737221;-716.588257;2242.548584;27.994835;-722.493774;2372.656738;-41.243950;-711.694214;2221.901611;-135.819763;-721.678101;2319.220947
0.000000;-149.999985;2000.000000;-20.639114;-281.922333;2128.450684;-38.187355;-371.303833;2245.255859;-54.174149;-575.408569;2339.719238;-17.050865;-541.900146;2330.219238;127.363968;-525.957642;2299.707031;187.195145;-321.298767;2107.615234;-41.198502;-397.341064;2116.250488;-65.302917;-440.323822;2203.269043;-63.674728;-376.396576;2111.053711;-108.345093;-464.767029;2212.451172;-86.172562;-540.543030;2319.973633;-210.650269;-527.558105;2265.289551;-155.373505;-338.844482;2048.859375;10.106934;-443.309692;2194.468994;54.623058;-498.343994;2275.608887;43.556076;-428.926849;2190.605469;63.065277;-514.080444;2267.875244;93.950790;-153.747269;2011.247070;275.672699;-102.936615;1640.768555;322.798401;290.792908;1665.989868;387.138306;416.160217;1531.838867;-84.719559;-146.620911;1989.857910;-153.214767;-93.020676;1583.751465;-218.376434;299.885315;1634.721191;-270.508118;423.602844;1516.320557;-58.372650;-657.077271;2362.292480;-6.108887;-674.839600;2204.804688;8.675209;-716.550537;2242.495850;27.997097;-722.474487;2372.592773;-41.316826;-711.664795;2221.874023;-135.842575;-721.688354;2319.236816
0.000000;-150.000000;2000.000000;-20.648529;-281.883881;2128.460938;-38.197632;-371.201447;2245.295898;-54.379448;-575.235596;2339.822754;-17.226051;-541.774414;2330.302246;127.166260;-525.953796;2299.694824;186.911835;-321.422150;2107.484863;-41.529877;-397.230682;2116.213867;-65.725182;-440.103760;2203.249512;-63.977028;-376.259705;2110.992920;-108.326714;-464.890533;2212.259033;-86.341972;-540.345459;2320.076660;-210.817780;-527.364807;2265.421875;-155.773193;-338.806458;2048.838135;9.963470;-442.851776;2194.414795;54.850628;-497.133606;2275.841797;43.410645;-428.270264;2190.452881;63.326202;-512.814819;2268.322754;93.942528;-153.774292;2011.225220;275.179932;-103.300964;1640.511230;322.940552;290.346405;1665.171997;387.259796;415.658966;1530.988892;-84.712120;-146.596558;1989.877686;-153.563385;-92.856094;1583.893799;-218.288055;300.027191;1635.269531;-270.583191;424.391083;1517.648438;-58.660454;-656.883667;2362.422852;-7.433418;-674.122314;2204.554688;7.788750;-715.838013;2242.056641;28.045334;-721.927979;2371.989746;-42.361687;-711.124878;2221.796875;-136.149536;-721.732666;2319.789795
0.000000;-150.000015;2000.000000;-20.648567;-281.884094;2128.461426;-38.197670;-371.202148;2245.295898;-54.380653;-575.236877;2339.821777;-17.227043;-541.775818;2330.301270;127.165611;-525.955872;2299.694336;186.912766;-321.423431;2107.485352;-41.529297;-397.231934;2116.211426;-65.725319;-440.105621;2203.246582;-63.976448;-376.260986;2110.990479;-108.325554;-464.897888;2212.249268;-86.343025;-540.346436;2320.075684;-210.818970;-527.364929;2265.421143;-155.774719;-338.806396;2048.836914;9.963318;-442.853363;2194.411377;54.853149;-497.136658;2275.836426;43.410923;-428.271912;2190.448730;63.329735;-512.818848;2268.313477;93.942642;-153.774399;2011.225098;275.177032;-103.301605;1640.509155;322.940948;290.345947;1665.167480;387.259735;415.658386;1530.983643;-84.712212;-146.596481;1989.877808;-153.563995;-92.855743;1583.893555;-218.287903;300.028015;1635.269531;-270.582092;424.393372;1517.649170;-58.662132;-656.885132;2362.421387;-7.439369;-674.123901;2204.551758;7.784096;-715.839478;2242.053223;28.044365;-721.929077;2371.986328;-42.366982;-711.126587;2221.795166;-136.152161;-721.734741;2319.791016
0.000000;-150.000015;2000.000000;-20.608681;-280.578918;2128.910645;-37.914574;-368.888092;2245.923096;-55.433868;-571.838745;2340.753906;-18.212013;-538.675293;2331.365723;125.988655;-524.615540;2301.397949;185.132111;-322.580078;2107.792725;-43.355225;-395.776794;2115.431885;-66.423706;-438.652008;2202.390137;-65.825546;-374.907532;2110.504883;-107.124084;-466.507996;2208.659668;-87.030075;-537.004456;2320.764160;-211.464264;-527.961609;2266.357666;-157.428436;-340.236237;2050.110352;8.995384;-443.535095;2194.065674;54.449974;-496.662018;2275.465820;42.837017;-428.719788;2189.836914;62.844917;-512.226379;2268.269775;93.675140;-154.342056;2010.577515;271.264282;-102.612671;1639.822754;322.637604;289.309631;1663.368408;387.696350;418.341064;1534.094849;-84.471008;-146.084595;1990.461914;-155.725525;-93.556015;1586.151489;-216.959656;298.888916;1634.631470;-271.735413;424.690857;1520.630859;-60.168427;-653.116089;2363.539551;-14.816238;-670.051025;2204.433105;4.093575;-710.170654;2241.697754;29.917412;-713.117493;2370.302734;-46.861816;-708.446045;2223.568359;-135.516953;-722.410889;2325.221191
0.000000;-150.000015;2000.000000;-20.884972;-281.327911;2127.195801;-38.570869;-370.486237;2242.867676;-55.540520;-571.926147;2339.200439;-18.545692;-538.816589;2329.656494;125.699280;-525.406250;2302.188477;183.653046;-324.306427;2108.683838;-43.334946;-399.607086;2114.815430;-67.914848;-441.472260;2201.463379;-65.619286;-378.940216;2109.234375;-107.692299;-467.959747;2209.866455;-87.100807;-537.522888;2318.854004;-212.021973;-528.569458;2266.753418;-158.466461;-341.925842;2050.783936;6.106552;-443.729614;2196.527344;53.654705;-494.660278;2277.654785;40.991177;-427.889832;2191.732422;62.654392;-510.328461;2269.732422;93.298019;-154.027878;2011.160400;271.328156;-104.221466;1641.928955;320.029266;286.569092;1667.286499;384.911530;414.705688;1538.021606;-84.130943;-146.367920;1989.936279;-159.240509;-94.720947;1587.653442;-212.858826;297.089355;1638.990601;-271.243652;418.268188;1522.743408;-60.013206;-652.730347;2362.646973;-14.475082;-673.249023;2204.609375;3.978592;-712.575317;2242.635254;29.320374;-713.002075;2370.914063;-46.737312;-710.879578;2224.379883;-135.481567;-722.046631;2325.686523
0.000000;-150.000000;2000.000000;-21.319031;-280.776093;2128.326172;-39.086113;-369.278259;2244.934570;-53.985176;-572.462036;2339.172852;-17.226898;-538.840820;2329.864258;127.380676;-524.632813;2302.808594;181.707870;-324.391205;2106.376953;-46.120224;-398.881897;2113.543457;-67.639839;-441.753571;2200.784180;-68.894585;-378.428040;2108.753906;-107.778847;-470.878540;2206.494385;-85.994591;-538.016357;2319.299805;-210.588043;-528.940430;2265.612793;-159.561493;-341.837250;2048.494629;7.703125;-444.090698;2191.804688;56.547913;-495.805176;2271.998535;41.950478;-428.475220;2186.485840;65.909286;-511.939514;2262.540527;93.557617;-154.951263;2010.497070;271.812042;-104.502899;1640.354492;319.728851;287.293488;1666.404297;384.778534;414.610870;1535.728882;-84.365013;-145.535217;1990.534302;-159.689911;-95.923111;1587.022827;-211.841980;296.762543;1640.565186;-273.355560;413.262238;1520.556519;-57.678246;-653.766235;2361.735840;-14.440636;-675.251343;2202.766602;3.440163;-715.221558;2240.604004;30.314991;-716.564636;2368.884277;-47.543007;-712.132629;2222.902100;-135.580658;-721.137512;2325.464844
0.000000;-149.999985;2000.000000;-21.316635;-280.775726;2128.323975;-39.081856;-369.282043;2244.927246;-53.968750;-572.471008;2339.150879;-17.212990;-538.847046;2329.845215;127.392487;-524.630066;2302.791504;181.710419;-324.377716;2106.373047;-46.109795;-398.884216;2113.538086;-67.621155;-441.763428;2200.775879;-68.886612;-378.432465;2108.750977;-107.738602;-470.879883;2206.520020;-85.979767;-538.026550;2319.279541;-210.566895;-528.956177;2265.580566;-159.525848;-341.847015;2048.475342;7.727539;-444.088379;2191.802734;56.565163;-495.780823;2272.013428;41.973499;-428.466949;2186.488281;65.926193;-511.908508;2262.577148;93.556686;-154.949982;2010.496826;271.800659;-104.502777;1640.354248;319.723022;287.289001;1666.400757;384.779572;414.610291;1535.735596;-84.364166;-145.536377;1990.534668;-159.694260;-95.924057;1587.029053;-211.845825;296.754028;1640.594849;-273.349426;413.238770;1520.569580;-57.656708;-653.776123;2361.708008;-14.389763;-675.269470;2202.749512;3.493492;-715.231201;2240.593994;30.348003;-716.554077;2368.876953;-47.486984;-712.155273;2222.883789;-135.537964;-721.167542;2325.432617
0.000000;-149.999985;2000.000000;-21.316498;-280.775726;2128.323486;-39.081612;-369.282471;2244.926270;-53.967163;-572.471924;2339.147949;-17.211662;-538.847656;2329.842773;127.393509;-524.629822;2302.789307;181.710236;-324.376831;2106.371582;-46.109093;-398.884949;2113.536621;-67.619324;-441.764954;2200.774170;-68.886185;-378.433441;2108.750000;-107.734802;-470.881073;2206.520996;-85.978348;-538.027588;2319.277100;-210.565002;-528.957825;2265.577637;-159.524124;-341.848236;2048.473145;7.729431;-444.087799;2191.801025;56.568264;-495.778015;2272.012695;41.974876;-428.465576;2186.486816;65.929970;-511.905609;2262.575684;93.556549;-154.949860;2010.496704;271.800415;-104.501495;1640.354858;319.721252;287.289673;1666.403320;384.775055;414.614990;1535.741211;-84.364044;-145.536438;1990.534668;-159.693832;-95.923660;1587.029541;-211.844177;296.753662;1640.597290;-273.339020;413.240662;1520.569824;-57.654556;-653.777222;2361.704590;-14.385841;-675.271240;2202.747070;3.499191;-715.231262;2240.592041;30.353115;-716.550415;2368.875244;-47.481262;-712.158203;2222.881836;-135.532150;-721.173035;2325.430176
0.000000;-150.000000;2000.000000;-21.324593;-280.713287;2128.094971;-39.082870;-369.468140;2244.305176;-54.345871;-572.930542;2337.283447;-17.584930;-539.313171;2328.281738;126.982498;-525.086548;2301.925049;182.435822;-324.005768;2107.132813;-44.986504;-399.119049;2111.070801;-67.288483;-442.627319;2197.671387;-67.802322;-378.758148;2106.161621;-106.491043;-471.124939;2204.687744;-86.243103;-538.400513;2317.521973;-210.390381;-529.072754;2263.229492;-158.823456;-341.500427;2047.078735;7.987526;-443.772827;2190.447754;57.759560;-494.788147;2270.360352;42.114452;-427.779724;2184.936279;67.873825;-511.250488;2259.457031;93.452805;-154.974213;2010.481567;271.185547;-104.641693;1640.585449;319.841736;286.641907;1666.314209;385.069550;413.709167;1535.802368;-84.270493;-145.514526;1990.548218;-160.164307;-95.616196;1587.648804;-211.372925;296.584961;1642.334229;-270.575836;412.689331;1521.080078;-58.140366;-654.264709;2359.366211;-13.768845;-676.044922;2200.942871;5.226158;-714.975220;2239.220703;31.678436;-714.088318;2367.444336;-45.714310;-713.699585;2221.356445;-133.661133;-724.385010;2323.636963
